Lat,Lng,Alt,Spd
-117.6329005,156.97,17.93,334.29
-117.6329154,158.27,17.76,339.64
-117.6329278,159.66,17.69,342.57
-117.6329389,160.99,17.77,344.3
-117.6329482,162.28,17.7,348.16
-117.6329552,163.55,17.78,351.49
-117.6329601,164.8,17.77,354.2
-117.632963,166,17.83,356.9
-117.6329648,167.06,17.94,358.32
-117.6329627,169.03,18.19,3.19
-117.632959,169.98,18.26,7.64
-117.632953,170.86,18.45,9.37
-117.6329453,171.73,18.54,12.53
-117.6329356,172.59,18.74,15.05
-117.6329241,173.41,18.92,17.75
-117.6329103,174.2,19.1,20.92
-117.6328941,174.93,19.5,24.15
-117.6328755,175.59,19.85,27.11
-117.6328545,176.23,20.19,30.46
-117.6328308,176.83,20.72,33.96
-117.6328049,177.35,21.16,35.72
-117.6327767,177.9,21.64,39.27
-117.6327453,178.5,22.25,43.25
-117.6327106,179.13,22.84,47.08
-117.6326732,179.77,23.4,49.9
-117.6326332,180.43,23.98,52.92
-117.6325906,181.1,24.54,55.59
-117.6325454,181.79,25.12,58.83
-117.6324978,182.52,25.58,61.51
-117.6324483,183.27,25.92,63.97
-117.6323969,184.01,26.16,67.46
-117.6323441,184.78,26.17,70.09
-117.6322906,185.53,26.12,73.24
-117.6322362,186.28,26.03,76.29
-117.6321812,187.04,25.9,79.74
-117.6321261,187.73,25.63,82.47
-117.6320713,188.3,25.32,84.36
-117.6320172,188.7,24.99,85.52
-117.6319638,188.99,24.68,88.43
-117.631911,189.17,24.51,90.6
-117.6318586,189.21,24.35,92.75
-117.6318064,189.16,24.1,94.45
-117.6317545,189.03,23.99,96.43
-117.6317031,188.78,23.78,98.33
-117.6316522,188.46,23.68,99.98
-117.631602,188.1,23.66,101.96
-117.6315521,187.66,23.6,103.55
-117.6315026,187.16,23.6,105.09
-117.6314534,186.53,23.48,105.97
-117.6314046,185.83,23.45,107.09
-117.631356,185.07,23.4,107.96
-117.6313079,184.29,23.45,108.72
-117.6312599,183.44,23.46,109.13
-117.631212,182.52,23.43,109.72
-117.6311642,181.5,23.42,110.18
-117.6311166,180.45,23.47,110.6
-117.6310689,179.37,23.55,110.74
-117.631021,178.36,23.74,110.63
-117.6309726,177.42,23.98,110.52
-117.6309237,176.51,24,109.97
-117.6308746,175.66,24.2,109.22
-117.6308251,174.83,24.33,108.49
-117.6307747,174.06,24.6,107.66
-117.6307234,173.4,24.89,106.28
-117.6306714,172.77,25.08,105.13
-117.6306185,172.21,25.35,103.95
-117.6305648,171.7,25.63,102.55
-117.6305102,171.26,25.9,101.16
-117.6304547,170.92,26.26,99.52
-117.6303982,170.64,26.54,97.77
-117.6303409,170.44,26.75,96.07
-117.6302829,170.32,27.03,94.61
-117.6302244,170.28,27.18,93.05
-117.6301656,170.34,27.22,91.19
-117.6301073,170.46,26.73,90.52
-117.6300501,170.58,26.14,89.98
-117.6299941,170.73,25.68,89.88
-117.629939,170.89,25.26,90.31
-117.6298848,171.02,24.81,91.25
-117.6298317,171.09,24.43,92.57
-117.6297791,171.07,24.28,94.81
-117.6297272,170.96,24.01,97.3
-117.629676,170.69,23.87,99.92
-117.6296255,170.2,23.81,102.38
-117.6295757,169.51,23.65,105.44
-117.6295272,168.68,23.71,110.45
-117.6294803,167.76,23.8,115.79
-117.6294352,166.74,23.79,121.18
-117.6293927,165.61,23.87,127.04
-117.6293535,164.46,23.87,133.33
-117.6293183,163.31,23.76,140.16
-117.6292878,162.15,23.74,147.11
-117.6292625,161.03,23.59,153.16
-117.6292419,159.89,23.31,158.7
-117.6292263,158.73,23.07,164.67
-117.6292158,157.54,22.85,170.51
-117.6292102,156.33,22.56,176.1
-117.6292091,155.06,22.38,180.47
-117.6292119,153.72,22.18,185.91
-117.629219,152.29,21.95,190.56
-117.6292301,150.79,21.78,195.6
-117.6292446,149.21,21.68,199.75
-117.629262,147.48,21.45,203.27
-117.6292817,145.58,21.3,207.09
-117.6293045,143.55,21.13,211.4
-117.6293301,141.44,21.07,215.83
-117.6293583,139.27,21.09,220.43
-117.6293895,137.04,21.3,224.33
-117.629423,134.84,21.43,227.8
-117.6294587,132.71,21.84,230.51
-117.6294965,130.65,22.37,232.65
-117.6295356,128.68,22.6,233.42
-117.6295757,126.82,23.06,234.39
-117.6296595,123.66,23.87,236.52
-117.6297032,122.5,24.09,237.78
-117.6297475,121.45,23.98,238.87
-117.6297923,120.51,24.07,240.01
-117.6298376,119.71,24.01,240.9
-117.6298832,119.05,23.92,241.59
-117.6299287,118.45,23.71,242.3
-117.6299741,117.89,23.41,243.87
-117.6300195,117.36,23.07,245.46
-117.6300648,116.86,22.7,246.9
-117.63011,116.43,22.42,249.05
-117.6301553,116.05,22.14,251.29
-117.6302004,115.74,21.8,252.77
-117.6302452,115.48,21.47,253.67
-117.6302895,115.26,21.25,254.14
-117.6303332,115.03,20.82,254.9
-117.6303764,114.83,20.68,255.27
-117.6304193,114.56,20.37,256.05
-117.6304619,114.26,20.15,256.95
-117.630504,113.98,19.83,258.87
-117.6305458,113.71,19.58,260.61
-117.630587,113.43,19.31,262.32
-117.630628,113.19,19,264.43
-117.6306684,112.94,18.69,266.32
-117.6307085,112.75,18.51,269.12
-117.6307481,112.51,18.15,271.78
-117.6307863,112.23,17.75,276.92
-117.6308234,111.96,17.19,284.75
-117.6308576,111.72,16.78,296.86
-117.6308875,111.55,16.42,307.12
-117.6309128,111.53,16.54,321.03
-117.6309323,111.63,16.51,332.17
-117.6309451,111.84,16.36,344.05
-117.6309513,112.14,16.2,355.57
-117.6309498,112.48,16.36,8.68
-117.6309399,112.8,16.66,21.91
-117.6309227,113.07,17.18,34.13
-117.6308987,113.26,17.58,44.34
-117.6308696,113.33,18.06,53.38
-117.6308365,113.3,18.4,60.67
-117.6308004,113.19,18.85,66.4
-117.6307624,112.94,19.02,69
-117.6307235,112.64,19.28,71.12
-117.6306837,112.29,19.45,72.56
-117.6306434,111.95,19.67,72.61
-117.6306028,111.65,19.69,71.67
-117.6305215,111.43,19.9,70.64
-117.6304815,111.53,19.74,69.83
-117.6304419,111.82,19.54,69.73
-117.6304027,112.25,19.17,69.84
-117.6303644,112.8,18.6,69.69
-117.6303271,113.38,18.35,69.58
-117.6302909,113.96,17.87,68.5
-117.6302554,114.5,17.42,67.61
-117.6302211,115.02,17.04,66.24
-117.6301879,115.51,16.67,64.44
-117.630156,115.93,16.44,62.59
-117.630125,116.23,16.29,60.92
-117.6300945,116.35,16.11,59.38
-117.6300647,116.32,16.1,57.97
-117.6300355,116.21,16.07,56.08
-117.6300071,116.08,16.06,54.39
-117.6299788,115.94,16.08,53.77
-117.6299508,115.79,16.08,52.97
-117.6299231,115.65,16.19,51.64
-117.6298954,115.58,16.27,51.73
-117.6298676,115.65,16.27,52.41
-117.6298395,115.86,16.27,54.22
-117.6298107,116.19,16.12,57.23
-117.6297811,116.61,16.03,60.73
-117.6297501,117.18,15.96,66.82
-117.6297178,117.82,15.98,72.56
-117.6296845,118.41,15.96,76.26
-117.6296508,118.93,15.9,80.73
-117.6296166,119.39,16.02,84.89
-117.6295821,119.75,15.99,88.43
-117.6295474,119.95,16.09,91.92
-117.6295125,120,16.14,95.77
-117.6294776,119.97,16.26,100.48
-117.629443,119.84,16.36,104.5
-117.6294088,119.63,16.65,110.56
-117.6293754,119.32,16.76,115.11
-117.6293429,118.9,17.12,121.14
-117.6293119,118.36,17.14,126.13
-117.6292836,117.77,17.35,134.51
-117.6292594,117.12,17.35,144.21
-117.6292399,116.41,17.34,152.98
-117.6292256,115.62,17.36,161.28
-117.6292166,114.76,17.21,170.35
-117.6292134,113.84,17.08,180.73
-117.6292261,112.09,17,198.36
-117.6292407,111.24,16.76,206.63
-117.6292593,110.4,16.62,213.65
-117.6292811,109.62,16.53,220.17
-117.6293055,108.9,16.57,224.63
-117.6293317,108.25,16.41,228.23
-117.6293588,107.57,16.32,230.33
-117.6293866,106.88,16.4,231.53
-117.6294148,106.2,16.52,231.72
-117.6294432,105.62,16.83,231.65
-117.629472,105.12,16.87,231.47
-117.6295009,104.69,17.04,231.65
-117.6295303,104.33,17.15,232.82
-117.6295601,103.95,17.1,233.34
-117.6295903,103.57,17.12,234.03
-117.6296207,103.17,17.19,234.85
-117.6296515,102.8,17.26,236.29
-117.6296829,102.38,17.18,237.14
-117.6297147,101.97,17.26,238.92
-117.6297471,101.59,17.4,240.01
-117.6297802,101.28,17.64,241.33
-117.6298138,100.95,17.77,241.54
-117.6298478,100.59,17.85,241.9
-117.6298819,100.26,17.86,241.76
-117.6299161,99.98,17.87,241.82
-117.6299507,99.63,18.08,242.5
-117.6299858,99.52,18.03,244.32
-117.6300212,99.3,17.85,247.15
-117.6300573,99.08,17.76,251.29
-117.6300938,98.87,17.5,255.48
-117.6301306,98.66,17.19,260.71
-117.6301673,98.48,16.91,267.08
-117.6302037,98.33,16.65,273.25
-117.6302389,98.29,16.19,280.55
-117.6302724,98.45,15.92,289.15
-117.6303036,98.85,15.39,295.92
-117.6303321,99.49,14.99,302.77
-117.6303578,100.31,14.44,309.25
-117.6303805,101.21,13.86,314.31
-117.6304007,102.18,13.21,319.14
-117.6304178,103.16,12.82,326.49
-117.6304314,104.07,12.48,333.44
-117.6304419,104.87,12.38,340.35
-117.6304493,105.52,12.25,346.9
-117.6304537,105.99,12.17,352.46
-117.6304557,106.34,12.21,357.81
-117.6304551,106.62,12.25,3.81
-117.6304523,106.82,12.28,7.76
-117.6304478,106.9,12.38,10.64
-117.630442,106.85,12.56,13.04
-117.6304352,106.66,12.82,14.88
-117.6304272,106.36,13.12,17.22
-117.6304179,106.01,13.48,19.48
-117.6304075,105.69,13.75,21.41
-117.6303955,105.47,14.12,24.27
-117.6303822,105.36,14.32,26.27
-117.6303674,105.33,14.5,29.74
-117.6303506,105.4,14.57,33.55
-117.630332,105.57,14.69,39.09
-117.630311,105.78,14.71,44.39
-117.6302868,106.06,15.07,52.65
-117.630259,106.34,15.5,61.97
-117.6302281,106.53,15.82,68.89
-117.6301953,106.56,15.96,75.57
-117.6301604,106.4,16.69,85.19
-117.6301239,106.08,17.2,95.42
-117.6300873,105.61,17.48,107.04
-117.6300526,105.06,17.73,120.03
-117.6300213,104.47,18.2,132.08
-117.6299949,103.92,18.43,143.84
-117.629975,103.47,18.4,156.13
-117.6299628,103.12,18.16,167.1
-117.6299569,102.8,17.93,175.19
-117.6299564,102.41,17.65,181.78
-117.6299589,101.92,17.58,187.8
-117.6299657,101.26,17.65,191.22
-117.6299845,99.34,18.07,196.72
-117.6299964,98.15,18.28,198.53
-117.63001,96.86,18.51,200.63
-117.6300239,95.49,18.71,201.45
-117.6300394,94.09,19.04,202.82
-117.6300567,92.78,19.52,205.8
-117.630076,91.49,19.77,207.64
-117.630096,90.23,20.1,209.16
-117.6301183,89.01,20.43,210.69
-117.6301414,87.77,20.68,212.61
-117.6301664,86.54,20.95,214.8
-117.630193,85.29,21.16,216.46
-117.6302212,84.06,21.41,218.8
-117.6302511,82.83,21.71,220.89
-117.6302823,80.86,21.81,221.7
-117.6303142,80.19,22,222.33
-117.6303471,78.88,22.47,222.98
-117.6303808,77.59,22.78,222.92
-117.6304147,76.42,23.26,222.9
-117.6304494,75.31,23.53,223.04
-117.6304845,74.17,23.72,224.03
-117.6305202,73.03,23.87,224.36
-117.630557,71.9,24.06,225.56
-117.630595,70.89,24.12,227.81
-117.6306339,69.93,24.1,229.32
-117.6306738,68.99,24.01,230.89
-117.6307153,68.06,24.18,234.04
-117.6307591,67.14,24.54,237.89
-117.6308058,66.32,25.1,242.32
-117.6309074,64.94,26.04,250.07
-117.6309615,64.41,26.49,254.17
-117.6310174,64.02,26.62,258.37
-117.6310744,63.78,26.83,263.58
-117.6311321,63.7,26.73,266.79
-117.63119,63.8,26.82,270.77
-117.6312477,64.03,26.62,274.46
-117.6313046,64.42,26.43,278.66
-117.6313604,64.96,26.14,281.85
-117.6314147,65.7,25.83,285.51
-117.6314677,66.52,25.43,289.55
-117.6315187,67.44,25.2,292.69
-117.6315675,68.45,24.71,297.11
-117.6316138,69.57,24.33,300.65
-117.6316575,70.77,23.91,305.4
-117.6316979,72.03,23.48,309.25
-117.6317354,73.38,23.01,314.32
-117.6317691,74.74,22.6,319.2
-117.6317992,76.16,22.01,323.17
-117.6318256,77.63,21.45,327.58
-117.631848,79.11,20.72,332.92
-117.6318672,80.52,20.35,335.64
-117.6318841,81.83,19.68,338.25
-117.6318988,83.02,19.12,340.8
-117.6319106,84.17,18.69,344.55
-117.6319195,85.23,18.45,349.09
-117.6319262,86.19,18.39,352.08
-117.6319299,87.11,18.21,356.15
-117.6319311,88.01,18.19,359.62
-117.6319296,88.87,18.31,4.14
-117.6319255,89.76,18.42,8.01
-117.6319186,90.67,18.52,11.41
-117.6319098,91.54,18.73,13.82
-117.631899,92.42,18.82,17.13
-117.6318861,93.31,19,19.64
-117.6318713,94.22,19.1,22.37
-117.6318547,95.14,19.4,24.53
-117.6318363,96.08,19.46,26.8
-117.6318168,97.02,19.56,28.09
-117.6317958,98.02,19.61,30.89
-117.6317735,98.97,19.74,32.59
-117.6317499,99.93,19.91,34.64
-117.6317248,100.89,20.02,37.33
-117.6316984,101.82,20.1,38.59
-117.6316707,102.76,20.28,40.48
-117.6316415,103.75,20.4,43.11
-117.631611,104.79,20.43,44.53
-117.6315798,105.79,20.55,45.49
-117.6315479,106.74,20.64,46.4
-117.6315154,107.69,20.66,47.47
-117.6314819,108.64,20.72,49.43
-117.6314474,109.71,20.7,51.24
-117.6314122,110.86,20.59,52.32
-117.6313767,112.04,20.54,53.13
-117.6313409,113.22,20.48,54.4
-117.6313047,114.39,20.43,55.12
-117.6312681,115.51,20.41,56.1
-117.6312314,116.63,20.19,56.31
-117.631195,117.7,20.03,56.69
-117.6311584,118.68,20,57.17
-117.6311219,119.58,19.89,57.79
-117.6310851,120.42,19.85,59.14
-117.6310481,121.23,19.85,59.73
-117.6310112,122.03,19.6,60.54
-117.6309743,122.81,19.46,61.23
-117.6309374,123.55,19.27,61.93
-117.6309009,124.22,18.95,62.66
-117.6308647,124.81,18.74,63.25
-117.6308289,125.29,18.43,63.38
-117.6307934,125.64,18.35,63.76
-117.630758,125.87,18.18,64.21
-117.6307226,126,18.29,64.49
-117.6306867,126.04,18.36,65.92
-117.6306501,125.96,18.6,66.64
-117.630613,125.76,18.7,67.58
-117.6305752,125.48,18.91,68.65
-117.6305366,125.09,19.18,70.14
-117.630497,124.6,19.7,71.3
-117.6304563,124.03,19.93,72.11
-117.6304149,123.43,20.4,71.98
-117.6303726,122.8,20.88,70.91
-117.6303292,122.22,21.68,70.52
-117.6302842,121.84,22.63,70.19
-117.6302375,121.64,23.48,69.19
-117.6301895,121.62,24.12,68.65
-117.6301406,121.8,24.68,67.74
-117.6300911,122.16,25.01,67.07
-117.6300411,122.68,25.3,66.81
-117.6299905,123.37,25.6,67.26
-117.6299393,124.22,25.85,67.16
-117.629888,125.24,25.72,67.13
-117.6298368,126.42,25.74,67.39
-117.6297854,127.73,25.74,68.24
-117.6297339,129.19,25.55,68.56
-117.6296828,130.77,25.31,68.84
-117.6296318,132.41,25.21,69.77
-117.6295808,134.08,24.87,71.16
-117.62953,135.67,24.59,72.66
-117.6294794,137.81,24.29,74.29
-117.6294293,138.44,23.76,75.68
-117.6293798,139.59,23.24,77.85
-117.629331,140.53,22.82,79.41
-117.6292827,141.25,22.43,80.68
-117.6292351,141.71,22.17,81.94
-117.629188,141.97,21.77,84.27
-117.6291414,142.05,21.55,86.18
-117.629095,141.95,21.35,88.25
-117.6290489,141.67,21.3,90.6
-117.6290027,141.23,21.3,93.06
-117.6289567,140.66,21.3,95.47
-117.628911,139.95,21.23,97.7
-117.6288655,139.08,21.26,99.85
-117.6288201,138.07,21.26,101.86
-117.628775,136.91,21.34,104.04
-117.62873,135.65,21.62,106.8
-117.6286852,134.27,21.76,109.08
-117.6286405,132.78,22,110.98
-117.6285959,131.2,22.35,113.7
-117.6285514,129.63,22.88,116.54
-117.6285068,128.12,23.58,119.2
-117.6284621,126.68,24.18,121.29
-117.6284173,125.25,24.43,122.44
-117.628373,123.71,24.68,124.93
-117.6282876,120.33,24.92,130.41
-117.6282477,118.44,25.25,134.98
-117.628211,116.54,25.54,141.13
-117.6281798,114.79,25.83,150.24
-117.6281562,113.29,26.23,159.76
-117.6281404,112.1,26.23,167.63
-117.6281319,111.22,26.04,174.87
-117.62813,110.52,25.66,180.91
-117.6281335,109.94,25.4,185.87
-117.6281414,109.4,25.04,190.53
-117.628153,108.9,24.5,194.48
-117.628167,108.25,24.08,195.89
-117.6281829,107.47,23.58,199.91
-117.6282019,106.54,23.25,204.17
-117.6282241,105.45,22.95,208.36
-117.6282496,104.28,22.48,213.94
-117.6282785,103,22.02,219.36
-117.6283105,101.66,21.85,225.53
-117.6283455,100.24,21.43,230.45
-117.6283826,98.76,21.31,235.77
-117.6284215,97.21,21.1,239.69
-117.6284614,95.58,21.1,242.19
-117.6285024,93.96,21.29,244.33
-117.6285444,92.47,21.76,245.37
-117.6285877,91.05,22.1,245.31
-117.6286317,89.71,22.34,245.41
-117.6286761,88.49,22.59,245.94
-117.6287209,87.44,22.8,245.98
-117.6287663,86.53,22.75,246.35
-117.6288117,85.79,22.92,246.65
-117.6288575,85.23,22.92,247.18
-117.6289036,84.81,22.83,248.25
-117.6289497,84.48,22.7,249.33
-117.6289959,84.26,22.6,249.81
-117.6290417,84.11,22.28,250.56
-117.6290874,84.06,22.24,251.16
-117.6291328,84.07,22.04,250.98
-117.6291778,84.04,21.83,251.12
-117.6292222,83.95,21.58,250.92
-117.6292661,83.87,21.34,250.49
-117.6293094,83.84,21.12,251
-117.6293522,83.73,20.81,250.42
-117.6293944,83.67,20.49,250.6
-117.6294359,83.66,20.21,251.36
-117.629518,83.63,19.74,252.66
-117.6295584,83.55,19.31,253.94
-117.6295984,83.43,19.16,255.43
-117.6296382,83.19,18.91,256.45
-117.6296776,82.91,18.6,258.15
-117.6297168,82.59,18.44,259.58
-117.6297556,82.27,18.14,261.54
-117.6297939,81.97,17.93,262.67
-117.629832,81.67,17.78,263.36
-117.62987,81.38,17.77,264.13
-117.6299079,81.12,17.68,265.73
-117.6299454,80.84,17.24,266.78
-117.6299823,80.55,17.1,267.69
-117.6300194,80.33,17.51,267.8
-117.6300576,80.18,17.95,268.01
-117.6300967,80.14,18.43,268.52
-117.6301371,80.17,19.1,268.22
-117.6301788,80.31,19.68,267.85
-117.6302217,80.6,20.25,267.55
-117.6302658,81,20.66,266.94
-117.6303107,81.48,20.99,266.49
-117.6304024,82.86,21.4,264.46
-117.6304485,83.77,21.55,263.46
-117.6304949,84.79,21.67,262.97
-117.6305412,85.95,21.57,261.85
-117.6305871,87.24,21.46,260.74
-117.6306325,88.7,21.33,259.76
-117.6306774,90.26,21.1,258.58
-117.6307218,91.92,20.93,257.88
-117.6307657,93.61,20.73,257.55
-117.6308093,95.35,20.55,256.67
-117.6308519,97.2,20.14,255.33
-117.6308938,99.13,19.87,254.8
-117.630935,101.1,19.56,255.02
-117.6309754,103.12,19.15,254.91
-117.6310151,105.12,18.89,253.83
-117.6310541,107.1,18.64,253.8
-117.6310926,109.04,18.31,254.05
-117.6311304,110.95,17.9,254.69
-117.6311674,112.8,17.52,255.3
-117.631204,114.55,17.54,254.44
-117.6312402,116.13,17.27,253.98
-117.631276,117.51,17.15,254.56
-117.6313114,118.76,16.99,254.67
-117.6313465,119.9,16.64,254.79
-117.631381,121,16.36,254.93
-117.6314148,122,16.19,254.39
-117.6314485,122.9,16.12,254.72
-117.6314819,123.72,15.91,255.22
-117.6315151,124.47,15.85,255.43
-117.6315482,125.16,15.75,255.52
-117.6315811,125.79,15.66,255.83
-117.6316142,126.36,15.73,256.28
-117.6316472,126.88,15.67,256.54
-117.6316804,127.4,15.64,257.55
-117.6317136,128.08,15.71,258.13
-117.6317471,128.26,15.85,257.32
-117.63178,128.62,15.9,257.36
-117.6318137,128.99,15.9,258.43
-117.6318475,129.39,15.99,259.9
-117.6318818,129.78,16.2,260.3
-117.6319166,130.2,16.36,261.01
-117.6319518,130.66,16.52,261.8
-117.6319872,131.17,16.67,262.64
-117.6320235,131.74,16.91,263.43
-117.6320601,132.32,17.02,263.38
-117.6320967,132.97,17.18,263.44
-117.632134,133.68,17.35,263.67
-117.6321714,134.43,17.36,263.6
-117.6322086,135.3,17.29,264.85
-117.6322461,136.25,17.4,265.74
-117.6322838,137.33,17.41,267.32
-117.6323214,138.51,17.28,267.52
-117.6323588,139.77,17.29,267.57
-117.6323959,141.11,17.14,268
-117.6324329,142.45,17.11,267.56
-117.6324699,143.78,17.11,267.71
-117.6325068,145.08,17.02,267.9
-117.6325434,147.02,16.86,268.35
-117.6325795,147.67,16.57,268.36
-117.6326152,148.94,16.41,268.16
-117.6326505,150.2,16.27,268.44
-117.6326857,151.4,16.16,269.25
-117.6327204,152.51,16.03,270.07
-117.6327551,153.51,16.02,270.56
-117.6327896,154.43,15.88,272.12
-117.632824,155.33,15.88,274.55
-117.6328583,156.61,15.87,277.21
-117.6328922,157.02,15.9,280.42
-117.6329259,157.8,15.92,283.08
-117.6329595,158.5,16.01,285.15
-117.6329928,159.1,16.15,287.57
-117.6330258,159.69,16.25,290.45
-117.6330587,160.26,16.39,292.56
-117.6330913,160.75,16.59,295.1
-117.6331235,161.2,16.76,298.35
-117.633155,161.6,16.95,301.68
-117.6331859,162.01,17.35,305.15
-117.6332162,162.43,17.66,308.14
-117.633246,162.85,18.1,311.18
-117.6332751,163.26,18.48,314.23
-117.6333031,163.74,18.93,317.97
-117.6333299,164.22,19.37,320.41
-117.6333557,164.71,19.91,324.09
-117.6333796,165.32,20.25,328.97
-117.6334015,166.03,20.59,331.63
-117.6334216,166.87,20.87,335.37
-117.633439,167.82,21.08,338.95
-117.6334545,169.39,21.33,341.75
-117.6334671,169.97,21.53,346
-117.6334766,171.19,21.8,350.01
-117.633483,172.49,21.98,353.61
-117.6334867,173.88,22.12,357.02
-117.6334877,175.29,22.33,0.47
-117.6334854,177.55,22.51,4.37
-117.6334803,178.33,22.68,7.54
-117.6334728,179.94,22.84,10.18
-117.6334627,181.56,22.88,13.14
-117.6334499,183.27,22.79,16.87
-117.6334343,185.06,22.56,20.31
-117.6334164,186.94,22,23.57
-117.633397,188.81,21.39,25.42
-117.6333769,190.57,20.83,27.24
-117.6333557,192.2,20.2,29.66
-117.6333341,193.62,19.68,30.61
-117.6333127,194.8,19.18,31.13
-117.6332914,195.76,18.74,32.14
-117.6332698,196.52,18.37,33.37
-117.6332477,197.03,18.1,35.18
-117.6332251,197.32,17.85,36.19
-117.6332019,197.44,17.71,37.97
-117.633178,197.38,17.56,39.34
-117.6331534,197.13,17.56,41.05
-117.633128,196.71,17.59,43.42
-117.6331012,196.16,17.74,45.44
-117.6330733,195.47,17.89,47.67
-117.6330439,194.7,18.17,49.96
-117.6330133,193.81,18.4,51.71
-117.6329817,192.22,18.54,53.03
-117.632949,191.62,18.81,54.84
-117.6329148,190.42,19.27,57.09
-117.6328793,189.09,19.52,58.3
-117.6328429,187.64,19.75,59.68
-117.632805,186.17,20.27,61.57
-117.6327657,183.84,20.65,63.24
-117.6327251,183.04,21.15,64.64
-117.632683,181.42,21.65,66.37
-117.6326392,179.78,22.21,68.38
-117.6325935,178.2,22.85,70.36
-117.6325459,176.69,23.56,72.49
-117.6324964,175.23,24.13,75.01
-117.6324449,173.85,24.76,77.44
-117.6323916,172.58,25.47,80.03
-117.6323363,171.4,26.03,82.13
-117.6322796,170.37,26.67,83.94
-117.6322216,169.52,27.24,85.53
-117.6321623,168.89,27.83,87.43
-117.6321018,168.44,28.22,88.88
-117.6320405,168.18,28.46,90.06
-117.6319786,168.12,28.74,91.04
-117.6319161,168.29,28.87,92.15
-117.6318536,168.66,29.01,92.55
-117.631791,169.18,29.01,92.84
-117.6317287,169.78,28.79,92.69
-117.6316669,170.46,28.67,92.86
-117.6316053,171.28,28.45,93.07
-117.6315445,172.2,27.96,92.79
-117.6314845,173.2,27.65,92.75
-117.6314255,174.9,27.16,92.95
-117.6313674,175.5,26.68,92.86
-117.6313105,176.72,26.12,92.41
-117.6312547,177.92,25.48,92.13
-117.6312,179.09,25.07,92.02
-117.6311462,180.17,24.66,91.65
-117.6310934,181.2,24.16,91.49
-117.6310417,182.14,23.71,91.11
-117.6309909,182.96,23.24,90.83
-117.6309411,183.68,22.8,90.67
-117.630892,184.28,22.56,90.76
-117.6308436,184.77,22.21,90.39
-117.6307959,185.17,21.82,89.82
-117.6307491,185.49,21.5,89.27
-117.6307028,185.7,21.32,88.9
-117.6306569,185.78,21.1,88.62
-117.6306116,185.77,20.99,88.15
-117.6305666,185.68,20.88,87.67
-117.6305217,185.52,20.79,87.1
-117.6304771,185.25,20.73,86.47
-117.6304325,184.84,20.78,86.05
-117.6303877,184.34,20.85,85.43
-117.6303428,183.74,20.92,84.49
-117.6302979,183.1,21.09,83.47
-117.6302525,182.48,21.32,82.24
-117.6302066,181.83,21.6,81.29
-117.6301603,181.11,21.87,80.73
-117.6301134,180.4,22.3,79.62
-117.6300657,179.69,22.7,78.72
-117.6300173,178.95,23.12,77.62
-117.6299682,177.98,23.6,76.37
-117.6299182,177.68,24.1,75.44
-117.6298675,177.12,24.54,74.69
-117.6298162,176.6,24.89,73.73
-117.6297642,176.21,25.4,72.99
-117.6297114,175.94,25.81,72.44
-117.6296581,175.73,26.07,71.83
-117.6296042,175.45,26.26,72.32
-117.6295497,175.4,26.43,73.76
-117.6294946,175.33,26.48,75.26
-117.6294391,175.27,26.51,76.77
-117.6293833,175.25,26.34,78.94
-117.6293276,175.24,26.09,80.59
-117.629272,175.24,25.99,82.28
-117.6292164,175.18,25.8,83.74
-117.6291609,175.02,25.79,86.52
-117.6291051,174.7,25.82,89
-117.6289931,173.41,25.93,93.8
-117.628937,172.36,26.09,96.92
-117.628881,171.05,26.18,100.08
-117.6288255,169.51,26.63,106.13
-117.6287708,167.84,27.25,113.89
-117.6287181,166.11,27.76,121.68
-117.6286688,164.3,28.16,129.03
-117.6286236,162.57,28.47,136.21
-117.6285833,160.9,28.58,142.3
-117.6285496,159.39,28.99,151.72
-117.6285229,157.95,28.85,157.8
-117.6285018,156.53,28.64,162.37
-117.6284858,154.26,28.39,167.37
-117.6284749,153.47,28.05,172.13
-117.6284694,151.82,27.67,177.52
-117.6284695,149.15,27.37,182.48
-117.6284758,148.25,27.16,189.19
-117.6284877,146.42,26.79,194.36
-117.6285047,144.56,26.58,199.82
-117.6285268,142.71,26.35,205.69
-117.6285536,140.82,26.07,209.92
-117.628584,138.95,25.75,215.51
-117.6286181,137.09,25.49,220.05
-117.6286559,135.26,25.26,225.86
-117.6286963,133.47,24.89,230.31
-117.6287383,131.66,24.74,232.07
-117.6287813,129.91,24.65,234.74
-117.6288254,128.28,24.62,236.9
-117.6288708,126.81,24.93,237.95
-117.6289169,125.54,25.1,238.48
-117.6289634,124.43,25.13,238.64
-117.6290102,123.48,25.28,239.14
-117.6290571,122.67,25.12,239.57
-117.629104,122.01,25.09,239.25
-117.6291505,121.52,24.87,239.44
-117.6291968,121.02,24.57,239.92
-117.629243,120.9,24.35,240.83
-117.6292883,120.7,23.92,240.76
-117.6293331,120.61,23.58,240.94
-117.6293775,120.56,23.14,241.64
-117.6294212,120.6,22.74,242.3
-117.6294645,120.65,22.25,242.87
-117.629507,120.78,21.76,244
-117.6295489,120.88,21.15,245.39
-117.6295902,120.93,20.76,247.09
-117.6296313,120.99,20.32,248.35
-117.6296718,121.04,19.85,249.75
-117.6297116,120.95,19.45,250.09
-117.6297509,120.86,19.1,252
-117.6297899,120.79,18.73,253.44
-117.6298284,120.65,18.44,254.29
-117.6298666,120.46,18.17,255.75
